<<<<<<< HEAD
﻿cyear,cntyr,ccode,scode,country,year,un_region,un_continent,reg_id,demo_nr,demo_r,regime_r,regime_nr,duration_nr,duration_r,personal,personal2,lindex,exname,change,tdate,trans,occup,interreg
2111985,Belgium 1985,211,BEL,Belgium,1985,Western Europe,Europe,21101,1,1,Democracy,Democracy,156,155,NA,NA,NA,Wilfried Martens,0,,0,0,0
2111986,Belgium 1986,211,BEL,Belgium,1986,Western Europe,Europe,21101,1,1,Democracy,Democracy,157,156,NA,NA,NA,Wilfried Martens,0,,0,0,0
2111987,Belgium 1987,211,BEL,Belgium,1987,Western Europe,Europe,21101,1,1,Democracy,Democracy,158,157,NA,NA,NA,Wilfried Martens,0,,0,0,0
2111988,Belgium 1988,211,BEL,Belgium,1988,Western Europe,Europe,21101,1,1,Democracy,Democracy,159,158,NA,NA,NA,Wilfried Martens,0,,0,0,0
2111989,Belgium 1989,211,BEL,Belgium,1989,Western Europe,Europe,21101,1,1,Democracy,Democracy,160,159,NA,NA,NA,Wilfried Martens,0,,0,0,0
2111990,Belgium 1990,211,BEL,Belgium,1990,Western Europe,Europe,21101,1,1,Democracy,Democracy,161,160,NA,NA,NA,Wilfried Martens,0,,0,0,0
2111991,Belgium 1991,211,BEL,Belgium,1991,Western Europe,Europe,21101,1,1,Democracy,Democracy,162,161,NA,NA,NA,Wilfried Martens,0,,0,0,0
2111992,Belgium 1992,211,BEL,Belgium,1992,Western Europe,Europe,21101,1,1,Democracy,Democracy,163,162,NA,NA,NA,Jean-Luc Dehaene,0,,0,0,0
2111993,Belgium 1993,211,BEL,Belgium,1993,Western Europe,Europe,21101,1,1,Democracy,Democracy,164,163,NA,NA,NA,Jean-Luc Dehaene,0,,0,0,0
2111994,Belgium 1994,211,BEL,Belgium,1994,Western Europe,Europe,21101,1,1,Democracy,Democracy,165,164,NA,NA,NA,Jean-Luc Dehaene,0,,0,0,0
2111995,Belgium 1995,211,BEL,Belgium,1995,Western Europe,Europe,21101,1,1,Democracy,Democracy,166,165,NA,NA,NA,Jean-Luc Dehaene,0,,0,0,0
2111996,Belgium 1996,211,BEL,Belgium,1996,Western Europe,Europe,21101,1,1,Democracy,Democracy,167,166,NA,NA,NA,Jean-Luc Dehaene,0,,0,0,0
2111997,Belgium 1997,211,BEL,Belgium,1997,Western Europe,Europe,21101,1,1,Democracy,Democracy,168,167,NA,NA,NA,Jean-Luc Dehaene,0,,0,0,0
2111998,Belgium 1998,211,BEL,Belgium,1998,Western Europe,Europe,21101,1,1,Democracy,Democracy,169,168,NA,NA,NA,Jean-Luc Dehaene,0,,0,0,0
2111999,Belgium 1999,211,BEL,Belgium,1999,Western Europe,Europe,21101,1,1,Democracy,Democracy,170,169,NA,NA,NA,Guy Verhofstadt,0,,0,0,0
2112000,Belgium 2000,211,BEL,Belgium,2000,Western Europe,Europe,21101,1,1,Democracy,Democracy,171,170,NA,NA,NA,Guy Verhofstadt,0,,0,0,0
2112001,Belgium 2001,211,BEL,Belgium,2001,Western Europe,Europe,21101,1,1,Democracy,Democracy,172,171,NA,NA,NA,Guy Verhofstadt,0,,0,0,0
2112002,Belgium 2002,211,BEL,Belgium,2002,Western Europe,Europe,21101,1,1,Democracy,Democracy,173,172,NA,NA,NA,Guy Verhofstadt,0,,0,0,0
2112003,Belgium 2003,211,BEL,Belgium,2003,Western Europe,Europe,21101,1,1,Democracy,Democracy,174,173,NA,NA,NA,Guy Verhofstadt,0,,0,0,0
2112004,Belgium 2004,211,BEL,Belgium,2004,Western Europe,Europe,21101,1,1,Democracy,Democracy,175,174,NA,NA,NA,Guy Verhofstadt,0,,0,0,0
2112005,Belgium 2005,211,BEL,Belgium,2005,Western Europe,Europe,21101,1,1,Democracy,Democracy,176,175,NA,NA,NA,Guy Verhofstadt,0,,0,0,0
2112006,Belgium 2006,211,BEL,Belgium,2006,Western Europe,Europe,21101,1,1,Democracy,Democracy,177,176,NA,NA,NA,Guy Verhofstadt,0,,0,0,0
2112007,Belgium 2007,211,BEL,Belgium,2007,Western Europe,Europe,21101,1,1,Democracy,Democracy,178,177,NA,NA,NA,Guy Verhofstadt,0,,0,0,0
2112008,Belgium 2008,211,BEL,Belgium,2008,Western Europe,Europe,21101,1,1,Democracy,Democracy,179,178,NA,NA,NA,Herman Van Rompuy ,0,,0,0,0
2112009,Belgium 2009,211,BEL,Belgium,2009,Western Europe,Europe,21101,1,1,Democracy,Democracy,180,179,NA,NA,NA,Herman Van Rompuy ,0,,0,0,0
2112010,Belgium 2010,211,BEL,Belgium,2010,Western Europe,Europe,21101,1,1,Democracy,Democracy,181,180,NA,NA,NA,Yves Leterme,0,,0,0,0
2112011,Belgium 2011,211,BEL,Belgium,2011,Western Europe,Europe,21101,1,1,Democracy,Democracy,182,181,NA,NA,NA,Yves Leterme,0,,0,0,0
2112012,Belgium 2012,211,BEL,Belgium,2012,Western Europe,Europe,21101,1,1,Democracy,Democracy,183,182,NA,NA,NA,Elio Di Rupo,0,,0,0,0
2121950,Luxembourg 1950,212,LUX,Luxembourg,1950,Western Europe,Europe,21201,1,1,Democracy,Democracy,84,84,NA,NA,NA,Pierre Dupong,0,05.11.1867,0,0,0
2121951,Luxembourg 1951,212,LUX,Luxembourg,1951,Western Europe,Europe,21201,1,1,Democracy,Democracy,85,85,NA,NA,NA,Pierre Dupong,0,,0,0,0
2121952,Luxembourg 1952,212,LUX,Luxembourg,1952,Western Europe,Europe,21201,1,1,Democracy,Democracy,86,86,NA,NA,NA,Pierre Dupong,0,,0,0,0
2121953,Luxembourg 1953,212,LUX,Luxembourg,1953,Western Europe,Europe,21201,1,1,Democracy,Democracy,87,87,NA,NA,NA,Joseph Bech,0,,0,0,0
2121954,Luxembourg 1954,212,LUX,Luxembourg,1954,Western Europe,Europe,21201,1,1,Democracy,Democracy,88,88,NA,NA,NA,Joseph Bech,0,,0,0,0
2121955,Luxembourg 1955,212,LUX,Luxembourg,1955,Western Europe,Europe,21201,1,1,Democracy,Democracy,89,89,NA,NA,NA,Joseph Bech,0,,0,0,0
2121956,Luxembourg 1956,212,LUX,Luxembourg,1956,Western Europe,Europe,21201,1,1,Democracy,Democracy,90,90,NA,NA,NA,Joseph Bech,0,,0,0,0
2121957,Luxembourg 1957,212,LUX,Luxembourg,1957,Western Europe,Europe,21201,1,1,Democracy,Democracy,91,91,NA,NA,NA,Joseph Bech,0,,0,0,0
2121958,Luxembourg 1958,212,LUX,Luxembourg,1958,Western Europe,Europe,21201,1,1,Democracy,Democracy,92,92,NA,NA,NA,Pierre Frieden,0,,0,0,0
2121959,Luxembourg 1959,212,LUX,Luxembourg,1959,Western Europe,Europe,21201,1,1,Democracy,Democracy,93,93,NA,NA,NA,Pierre Werner,0,,0,0,0
2121960,Luxembourg 1960,212,LUX,Luxembourg,1960,Western Europe,Europe,21201,1,1,Democracy,Democracy,94,94,NA,NA,NA,Pierre Werner,0,,0,0,0
2121961,Luxembourg 1961,212,LUX,Luxembourg,1961,Western Europe,Europe,21201,1,1,Democracy,Democracy,95,95,NA,NA,NA,Pierre Werner,0,,0,0,0
2121962,Luxembourg 1962,212,LUX,Luxembourg,1962,Western Europe,Europe,21201,1,1,Democracy,Democracy,96,96,NA,NA,NA,Pierre Werner,0,,0,0,0
2121963,Luxembourg 1963,212,LUX,Luxembourg,1963,Western Europe,Europe,21201,1,1,Democracy,Democracy,97,97,NA,NA,NA,Pierre Werner,0,,0,0,0
2121964,Luxembourg 1964,212,LUX,Luxembourg,1964,Western Europe,Europe,21201,1,1,Democracy,Democracy,98,98,NA,NA,NA,Pierre Werner,0,,0,0,0
2121965,Luxembourg 1965,212,LUX,Luxembourg,1965,Western Europe,Europe,21201,1,1,Democracy,Democracy,99,99,NA,NA,NA,Pierre Werner,0,,0,0,0
2121966,Luxembourg 1966,212,LUX,Luxembourg,1966,Western Europe,Europe,21201,1,1,Democracy,Democracy,100,100,NA,NA,NA,Pierre Werner,0,,0,0,0
2121967,Luxembourg 1967,212,LUX,Luxembourg,1967,Western Europe,Europe,21201,1,1,Democracy,Democracy,101,101,NA,NA,NA,Pierre Werner,0,,0,0,0
2121968,Luxembourg 1968,212,LUX,Luxembourg,1968,Western Europe,Europe,21201,1,1,Democracy,Democracy,102,102,NA,NA,NA,Pierre Werner,0,,0,0,0
2121969,Luxembourg 1969,212,LUX,Luxembourg,1969,Western Europe,Europe,21201,1,1,Democracy,Democracy,103,103,NA,NA,NA,Pierre Werner,0,,0,0,0
2121970,Luxembourg 1970,212,LUX,Luxembourg,1970,Western Europe,Europe,21201,1,1,Democracy,Democracy,104,104,NA,NA,NA,Pierre Werner,0,,0,0,0
2121971,Luxembourg 1971,212,LUX,Luxembourg,1971,Western Europe,Europe,21201,1,1,Democracy,Democracy,105,105,NA,NA,NA,Pierre Werner,0,,0,0,0
2121972,Luxembourg 1972,212,LUX,Luxembourg,1972,Western Europe,Europe,21201,1,1,Democracy,Democracy,106,106,NA,NA,NA,Pierre Werner,0,,0,0,0
2121973,Luxembourg 1973,212,LUX,Luxembourg,1973,Western Europe,Europe,21201,1,1,Democracy,Democracy,107,107,NA,NA,NA,Pierre Werner,0,,0,0,0
2121974,Luxembourg 1974,212,LUX,Luxembourg,1974,Western Europe,Europe,21201,1,1,Democracy,Democracy,108,108,NA,NA,NA,Gaston Thorn,0,,0,0,0
2121975,Luxembourg 1975,212,LUX,Luxembourg,1975,Western Europe,Europe,21201,1,1,Democracy,Democracy,109,109,NA,NA,NA,Gaston Thorn,0,,0,0,0
2121976,Luxembourg 1976,212,LUX,Luxembourg,1976,Western Europe,Europe,21201,1,1,Democracy,Democracy,110,110,NA,NA,NA,Gaston Thorn,0,,0,0,0
2121977,Luxembourg 1977,212,LUX,Luxembourg,1977,Western Europe,Europe,21201,1,1,Democracy,Democracy,111,111,NA,NA,NA,Gaston Thorn,0,,0,0,0
2121978,Luxembourg 1978,212,LUX,Luxembourg,1978,Western Europe,Europe,21201,1,1,Democracy,Democracy,112,112,NA,NA,NA,Gaston Thorn,0,,0,0,0
2121979,Luxembourg 1979,212,LUX,Luxembourg,1979,Western Europe,Europe,21201,1,1,Democracy,Democracy,113,113,NA,NA,NA,Pierre Werner,0,,0,0,0
2121980,Luxembourg 1980,212,LUX,Luxembourg,1980,Western Europe,Europe,21201,1,1,Democracy,Democracy,114,114,NA,NA,NA,Pierre Werner,0,,0,0,0
2121981,Luxembourg 1981,212,LUX,Luxembourg,1981,Western Europe,Europe,21201,1,1,Democracy,Democracy,115,115,NA,NA,NA,Pierre Werner,0,,0,0,0
2121982,Luxembourg 1982,212,LUX,Luxembourg,1982,Western Europe,Europe,21201,1,1,Democracy,Democracy,116,116,NA,NA,NA,Pierre Werner,0,,0,0,0
2121983,Luxembourg 1983,212,LUX,Luxembourg,1983,Western Europe,Europe,21201,1,1,Democracy,Democracy,117,117,NA,NA,NA,Pierre Werner,0,,0,0,0
2121984,Luxembourg 1984,212,LUX,Luxembourg,1984,Western Europe,Europe,21201,1,1,Democracy,Democracy,118,118,NA,NA,NA,Jacques Santer,0,,0,0,0
2121985,Luxembourg 1985,212,LUX,Luxembourg,1985,Western Europe,Europe,21201,1,1,Democracy,Democracy,119,119,NA,NA,NA,Jacques Santer,0,,0,0,0
2121986,Luxembourg 1986,212,LUX,Luxembourg,1986,Western Europe,Europe,21201,1,1,Democracy,Democracy,120,120,NA,NA,NA,Jacques Santer,0,,0,0,0
2121987,Luxembourg 1987,212,LUX,Luxembourg,1987,Western Europe,Europe,21201,1,1,Democracy,Democracy,121,121,NA,NA,NA,Jacques Santer,0,,0,0,0
2121988,Luxembourg 1988,212,LUX,Luxembourg,1988,Western Europe,Europe,21201,1,1,Democracy,Democracy,122,122,NA,NA,NA,Jacques Santer,0,,0,0,0
2121989,Luxembourg 1989,212,LUX,Luxembourg,1989,Western Europe,Europe,21201,1,1,Democracy,Democracy,123,123,NA,NA,NA,Jacques Santer,0,,0,0,0
2121990,Luxembourg 1990,212,LUX,Luxembourg,1990,Western Europe,Europe,21201,1,1,Democracy,Democracy,124,124,NA,NA,NA,Jacques Santer,0,,0,0,0
2121991,Luxembourg 1991,212,LUX,Luxembourg,1991,Western Europe,Europe,21201,1,1,Democracy,Democracy,125,125,NA,NA,NA,Jacques Santer,0,,0,0,0
2121992,Luxembourg 1992,212,LUX,Luxembourg,1992,Western Europe,Europe,21201,1,1,Democracy,Democracy,126,126,NA,NA,NA,Jacques Santer,0,,0,0,0
2121993,Luxembourg 1993,212,LUX,Luxembourg,1993,Western Europe,Europe,21201,1,1,Democracy,Democracy,127,127,NA,NA,NA,Jacques Santer,0,,0,0,0
2121994,Luxembourg 1994,212,LUX,Luxembourg,1994,Western Europe,Europe,21201,1,1,Democracy,Democracy,128,128,NA,NA,NA,Jacques Santer,0,,0,0,0
2121995,Luxembourg 1995,212,LUX,Luxembourg,1995,Western Europe,Europe,21201,1,1,Democracy,Democracy,129,129,NA,NA,NA,Jean-Claude Juncker,0,,0,0,0
2121996,Luxembourg 1996,212,LUX,Luxembourg,1996,Western Europe,Europe,21201,1,1,Democracy,Democracy,130,130,NA,NA,NA,Jean-Claude Juncker,0,,0,0,0
2121997,Luxembourg 1997,212,LUX,Luxembourg,1997,Western Europe,Europe,21201,1,1,Democracy,Democracy,131,131,NA,NA,NA,Jean-Claude Juncker,0,,0,0,0
2121998,Luxembourg 1998,212,LUX,Luxembourg,1998,Western Europe,Europe,21201,1,1,Democracy,Democracy,132,132,NA,NA,NA,Jean-Claude Juncker,0,,0,0,0
2121999,Luxembourg 1999,212,LUX,Luxembourg,1999,Western Europe,Europe,21201,1,1,Democracy,Democracy,133,133,NA,NA,NA,Jean-Claude Juncker,0,,0,0,0
2122000,Luxembourg 2000,212,LUX,Luxembourg,2000,Western Europe,Europe,21201,1,1,Democracy,Democracy,134,134,NA,NA,NA,Jean-Claude Juncker,0,,0,0,0
2122001,Luxembourg 2001,212,LUX,Luxembourg,2001,Western Europe,Europe,21201,1,1,Democracy,Democracy,135,135,NA,NA,NA,Jean-Claude Juncker,0,,0,0,0
2122002,Luxembourg 2002,212,LUX,Luxembourg,2002,Western Europe,Europe,21201,1,1,Democracy,Democracy,136,136,NA,NA,NA,Jean-Claude Juncker,0,,0,0,0
2122003,Luxembourg 2003,212,LUX,Luxembourg,2003,Western Europe,Europe,21201,1,1,Democracy,Democracy,137,137,NA,NA,NA,Jean-Claude Juncker,0,,0,0,0
2122004,Luxembourg 2004,212,LUX,Luxembourg,2004,Western Europe,Europe,21201,1,1,Democracy,Democracy,138,138,NA,NA,NA,Jean-Claude Juncker,0,,0,0,0
2122005,Luxembourg 2005,212,LUX,Luxembourg,2005,Western Europe,Europe,21201,1,1,Democracy,Democracy,139,139,NA,NA,NA,Jean-Claude Juncker,0,,0,0,0
2122006,Luxembourg 2006,212,LUX,Luxembourg,2006,Western Europe,Europe,21201,1,1,Democracy,Democracy,140,140,NA,NA,NA,Jean-Claude Juncker,0,,0,0,0
2122007,Luxembourg 2007,212,LUX,Luxembourg,2007,Western Europe,Europe,21201,1,1,Democracy,Democracy,141,141,NA,NA,NA,Jean-Claude Juncker,0,,0,0,0
2122008,Luxembourg 2008,212,LUX,Luxembourg,2008,Western Europe,Europe,21201,1,1,Democracy,Democracy,142,142,NA,NA,NA,Jean-Claude Juncker,0,,0,0,0
2122009,Luxembourg 2009,212,LUX,Luxembourg,2009,Western Europe,Europe,21201,1,1,Democracy,Democracy,143,143,NA,NA,NA,Jean-Claude Juncker,0,,0,0,0
2122010,Luxembourg 2010,212,LUX,Luxembourg,2010,Western Europe,Europe,21201,1,1,Democracy,Democracy,144,144,NA,NA,NA,Jean-Claude Juncker,0,,0,0,0
2122011,Luxembourg 2011,212,LUX,Luxembourg,2011,Western Europe,Europe,21201,1,1,Democracy,Democracy,145,145,NA,NA,NA,Jean-Claude Juncker,0,,0,0,0
2122012,Luxembourg 2012,212,LUX,Luxembourg,2012,Western Europe,Europe,21201,1,1,Democracy,Democracy,146,146,NA,NA,NA,Jean-Claude Juncker,0,,0,0,0
2201950,France 1950,220,FRN,France,1950,Western Europe,Europe,22001,1,1,Democracy,Democracy,81,80,NA,NA,NA,Rene Pleven,0,09.04.1870,0,0,0
2201951,France 1951,220,FRN,France,1951,Western Europe,Europe,22001,1,1,Democracy,Democracy,82,81,NA,NA,NA,Rene Pleven,0,,0,0,0
2201952,France 1952,220,FRN,France,1952,Western Europe,Europe,22001,1,1,Democracy,Democracy,83,82,NA,NA,NA,Antoine Pinay,0,,0,0,0
2201953,France 1953,220,FRN,France,1953,Western Europe,Europe,22001,1,1,Democracy,Democracy,84,83,NA,NA,NA,Joseph Laniel,0,,0,0,0
2201954,France 1954,220,FRN,France,1954,Western Europe,Europe,22001,1,1,Democracy,Democracy,85,84,NA,NA,NA,Pierre Mendes-France,0,,0,0,0
2201955,France 1955,220,FRN,France,1955,Western Europe,Europe,22001,1,1,Democracy,Democracy,86,85,NA,NA,NA,Edgar Faure,0,,0,0,0
2201956,France 1956,220,FRN,France,1956,Western Europe,Europe,22001,1,1,Democracy,Democracy,87,86,NA,NA,NA,Guy Mollet,0,,0,0,0
2201957,France 1957,220,FRN,France,1957,Western Europe,Europe,22001,1,1,Democracy,Democracy,88,87,NA,NA,NA,Felix Gaillard,0,,0,0,0
2201958,France 1958,220,FRN,France,1958,Western Europe,Europe,22001,1,1,Democracy,Democracy,89,88,NA,NA,NA,Charles de Gaulle,0,,0,0,0
2201959,France 1959,220,FRN,France,1959,Western Europe,Europe,22001,1,1,Democracy,Democracy,90,89,NA,NA,NA,Michel Debre,0,,0,0,0
2201960,France 1960,220,FRN,France,1960,Western Europe,Europe,22001,1,1,Democracy,Democracy,91,90,NA,NA,NA,Michel Debre,0,,0,0,0
2201961,France 1961,220,FRN,France,1961,Western Europe,Europe,22001,1,1,Democracy,Democracy,92,91,NA,NA,NA,Michel Debre,0,,0,0,0
2201962,France 1962,220,FRN,France,1962,Western Europe,Europe,22001,1,1,Democracy,Democracy,93,92,NA,NA,NA,Georges Pompidou,0,,0,0,0
2201963,France 1963,220,FRN,France,1963,Western Europe,Europe,22001,1,1,Democracy,Democracy,94,93,NA,NA,NA,Georges Pompidou,0,,0,0,0
2201964,France 1964,220,FRN,France,1964,Western Europe,Europe,22001,1,1,Democracy,Democracy,95,94,NA,NA,NA,Georges Pompidou,0,,0,0,0
2201965,France 1965,220,FRN,France,1965,Western Europe,Europe,22001,1,1,Democracy,Democracy,96,95,NA,NA,NA,Georges Pompidou,0,,0,0,0
2201966,France 1966,220,FRN,France,1966,Western Europe,Europe,22001,1,1,Democracy,Democracy,97,96,NA,NA,NA,Georges Pompidou,0,,0,0,0
2201967,France 1967,220,FRN,France,1967,Western Europe,Europe,22001,1,1,Democracy,Democracy,98,97,NA,NA,NA,Georges Pompidou,0,,0,0,0
2201968,France 1968,220,FRN,France,1968,Western Europe,Europe,22001,1,1,Democracy,Democracy,99,98,NA,NA,NA,Maurice Couve de Murville,0,,0,0,0
2201969,France 1969,220,FRN,France,1969,Western Europe,Europe,22001,1,1,Democracy,Democracy,100,99,NA,NA,NA,Jacques Chaban-Delmas,0,,0,0,0
2201970,France 1970,220,FRN,France,1970,Western Europe,Europe,22001,1,1,Democracy,Democracy,101,100,NA,NA,NA,Jacques Chaban-Delmas,0,,0,0,0
2201971,France 1971,220,FRN,France,1971,Western Europe,Europe,22001,1,1,Democracy,Democracy,102,101,NA,NA,NA,Jacques Chaban-Delmas,0,,0,0,0
2201972,France 1972,220,FRN,France,1972,Western Europe,Europe,22001,1,1,Democracy,Democracy,103,102,NA,NA,NA,Pierre Messmer,0,,0,0,0
2201973,France 1973,220,FRN,France,1973,Western Europe,Europe,22001,1,1,Democracy,Democracy,104,103,NA,NA,NA,Pierre Messmer,0,,0,0,0
2201974,France 1974,220,FRN,France,1974,Western Europe,Europe,22001,1,1,Democracy,Democracy,105,104,NA,NA,NA,Jacques Chirac,0,,0,0,0
2201975,France 1975,220,FRN,France,1975,Western Europe,Europe,22001,1,1,Democracy,Democracy,106,105,NA,NA,NA,Jacques Chirac,0,,0,0,0
2201976,France 1976,220,FRN,France,1976,Western Europe,Europe,22001,1,1,Democracy,Democracy,107,106,NA,NA,NA,Raymond Barre,0,,0,0,0
2201977,France 1977,220,FRN,France,1977,Western Europe,Europe,22001,1,1,Democracy,Democracy,108,107,NA,NA,NA,Raymond Barre,0,,0,0,0
2201978,France 1978,220,FRN,France,1978,Western Europe,Europe,22001,1,1,Democracy,Democracy,109,108,NA,NA,NA,Raymond Barre,0,,0,0,0
2201979,France 1979,220,FRN,France,1979,Western Europe,Europe,22001,1,1,Democracy,Democracy,110,109,NA,NA,NA,Raymond Barre,0,,0,0,0
2201980,France 1980,220,FRN,France,1980,Western Europe,Europe,22001,1,1,Democracy,Democracy,111,110,NA,NA,NA,Raymond Barre,0,,0,0,0
2201981,France 1981,220,FRN,France,1981,Western Europe,Europe,22001,1,1,Democracy,Democracy,112,111,NA,NA,NA,Pierre Mauroy,0,,0,0,0
2201982,France 1982,220,FRN,France,1982,Western Europe,Europe,22001,1,1,Democracy,Democracy,113,112,NA,NA,NA,Pierre Mauroy,0,,0,0,0
2201983,France 1983,220,FRN,France,1983,Western Europe,Europe,22001,1,1,Democracy,Democracy,114,113,NA,NA,NA,Pierre Mauroy,0,,0,0,0
2201984,France 1984,220,FRN,France,1984,Western Europe,Europe,22001,1,1,Democracy,Democracy,115,114,NA,NA,NA,Laurent Fabius,0,,0,0,0
2201985,France 1985,220,FRN,France,1985,Western Europe,Europe,22001,1,1,Democracy,Democracy,116,115,NA,NA,NA,Laurent Fabius,0,,0,0,0
2201986,France 1986,220,FRN,France,1986,Western Europe,Europe,22001,1,1,Democracy,Democracy,117,116,NA,NA,NA,Jacques Chirac,0,,0,0,0
2201987,France 1987,220,FRN,France,1987,Western Europe,Europe,22001,1,1,Democracy,Democracy,118,117,NA,NA,NA,Jacques Chirac,0,,0,0,0
2201988,France 1988,220,FRN,France,1988,Western Europe,Europe,22001,1,1,Democracy,Democracy,119,118,NA,NA,NA,Michel Rocard,0,,0,0,0
2201989,France 1989,220,FRN,France,1989,Western Europe,Europe,22001,1,1,Democracy,Democracy,120,119,NA,NA,NA,Michel Rocard,0,,0,0,0
2201990,France 1990,220,FRN,France,1990,Western Europe,Europe,22001,1,1,Democracy,Democracy,121,120,NA,NA,NA,Michel Rocard,0,,0,0,0
2201991,France 1991,220,FRN,France,1991,Western Europe,Europe,22001,1,1,Democracy,Democracy,122,121,NA,NA,NA,Edith Cresson,0,,0,0,0
2201992,France 1992,220,FRN,France,1992,Western Europe,Europe,22001,1,1,Democracy,Democracy,123,122,NA,NA,NA,Pierre Beregovoy,0,,0,0,0
2201993,France 1993,220,FRN,France,1993,Western Europe,Europe,22001,1,1,Democracy,Democracy,124,123,NA,NA,NA,Edouard Balladur,0,,0,0,0
2201994,France 1994,220,FRN,France,1994,Western Europe,Europe,22001,1,1,Democracy,Democracy,125,124,NA,NA,NA,Edouard Balladur,0,,0,0,0
2201995,France 1995,220,FRN,France,1995,Western Europe,Europe,22001,1,1,Democracy,Democracy,126,125,NA,NA,NA,Alain Juppe,0,,0,0,0
2201996,France 1996,220,FRN,France,1996,Western Europe,Europe,22001,1,1,Democracy,Democracy,127,126,NA,NA,NA,Alain Juppe,0,,0,0,0
2201997,France 1997,220,FRN,France,1997,Western Europe,Europe,22001,1,1,Democracy,Democracy,128,127,NA,NA,NA,Lionel Jospin,0,,0,0,0
2201998,France 1998,220,FRN,France,1998,Western Europe,Europe,22001,1,1,Democracy,Democracy,129,128,NA,NA,NA,Lionel Jospin,0,,0,0,0
2201999,France 1999,220,FRN,France,1999,Western Europe,Europe,22001,1,1,Democracy,Democracy,130,129,NA,NA,NA,Lionel Jospin,0,,0,0,0
2202000,France 2000,220,FRN,France,2000,Western Europe,Europe,22001,1,1,Democracy,Democracy,131,130,NA,NA,NA,Lionel Jospin,0,,0,0,0
2202001,France 2001,220,FRN,France,2001,Western Europe,Europe,22001,1,1,Democracy,Democracy,132,131,NA,NA,NA,Lionel Jospin,0,,0,0,0
2202002,France 2002,220,FRN,France,2002,Western Europe,Europe,22001,1,1,Democracy,Democracy,133,132,NA,NA,NA,Jean-Pierre Raffarin,0,,0,0,0
2202003,France 2003,220,FRN,France,2003,Western Europe,Europe,22001,1,1,Democracy,Democracy,134,133,NA,NA,NA,Jean-Pierre Raffarin,0,,0,0,0
2202004,France 2004,220,FRN,France,2004,Western Europe,Europe,22001,1,1,Democracy,Democracy,135,134,NA,NA,NA,Jean-Pierre Raffarin,0,,0,0,0
2202005,France 2005,220,FRN,France,2005,Western Europe,Europe,22001,1,1,Democracy,Democracy,136,135,NA,NA,NA,Dominique de Villepin,0,,0,0,0
2202006,France 2006,220,FRN,France,2006,Western Europe,Europe,22001,1,1,Democracy,Democracy,137,136,NA,NA,NA,Dominique de Villepin,0,,0,0,0
2202007,France 2007,220,FRN,France,2007,Western Europe,Europe,22001,1,1,Democracy,Democracy,138,137,NA,NA,NA,Francois Fillon,0,,0,0,0
2202008,France 2008,220,FRN,France,2008,Western Europe,Europe,22001,1,1,Democracy,Democracy,139,138,NA,NA,NA,Francois Fillon,0,,0,0,0
2202009,France 2009,220,FRN,France,2009,Western Europe,Europe,22001,1,1,Democracy,Democracy,140,139,NA,NA,NA,Francois Fillon,0,,0,0,0
2202010,France 2010,220,FRN,France,2010,Western Europe,Europe,22001,1,1,Democracy,Democracy,141,140,NA,NA,NA,Francois Fillon,0,,0,0,0
2202011,France 2011,220,FRN,France,2011,Western Europe,Europe,22001,1,1,Democracy,Democracy,142,141,NA,NA,NA,Francois Fillon,0,,0,0,0
2202012,France 2012,220,FRN,France,2012,Western Europe,Europe,22001,1,1,Democracy,Democracy,143,142,NA,NA,NA,Jean-Marc Ayrault,0,,0,0,0
2251950,Switzerland 1950,225,SWZ,Switzerland,1950,Western Europe,Europe,22501,1,1,Democracy,Democracy,103,103,NA,NA,NA,Max-Edouard Petitpierre,0,05.29.1848,0,0,0
2251951,Switzerland 1951,225,SWZ,Switzerland,1951,Western Europe,Europe,22501,1,1,Democracy,Democracy,104,104,NA,NA,NA,Adolf Eduard von Steiger,0,,0,0,0
2251952,Switzerland 1952,225,SWZ,Switzerland,1952,Western Europe,Europe,22501,1,1,Democracy,Democracy,105,105,NA,NA,NA,Karl Kobelt,0,,0,0,0
2251953,Switzerland 1953,225,SWZ,Switzerland,1953,Western Europe,Europe,22501,1,1,Democracy,Democracy,106,106,NA,NA,NA,Philipp Etter,0,,0,0,0
2251954,Switzerland 1954,225,SWZ,Switzerland,1954,Western Europe,Europe,22501,1,1,Democracy,Democracy,107,107,NA,NA,NA,Rodolphe Rubattel,0,,0,0,0
2251955,Switzerland 1955,225,SWZ,Switzerland,1955,Western Europe,Europe,22501,1,1,Democracy,Democracy,108,108,NA,NA,NA,Max-Edouard Petitpierre,0,,0,0,0
2251956,Switzerland 1956,225,SWZ,Switzerland,1956,Western Europe,Europe,22501,1,1,Democracy,Democracy,109,109,NA,NA,NA,Markus Feldmann,0,,0,0,0
2251957,Switzerland 1957,225,SWZ,Switzerland,1957,Western Europe,Europe,22501,1,1,Democracy,Democracy,110,110,NA,NA,NA,Hans Streuli,0,,0,0,0
2251958,Switzerland 1958,225,SWZ,Switzerland,1958,Western Europe,Europe,22501,1,1,Democracy,Democracy,111,111,NA,NA,NA,Thomas Emil Leo Holenstein,0,,0,0,0
